Subject,Predicate W/ Prepositions,Object Subtree,Object,Predicate,Sentence,Parse Tree
case,is ,one of the ﬁrst in France,one,is,the aix - en - provence CASE is one of the ﬁrst in france to produce a conviction based on the testimony of a demoniac .,"[('The', 'det', 'DET', []), ('Aix', 'compound', 'PROPN', []), ('-', 'punct', 'PUNCT', []), ('en', 'compound', 'PROPN', []), ('-', 'punct', 'PUNCT', []), ('Provence', 'compound', 'PROPN', [Aix, -, en, -]), ('case', 'nsubj', 'NOUN', [The, Provence]), ('is', 'ROOT', 'VERB', [case, one, produce, .]), ('one', 'attr', 'NUM', [of]), ('of', 'prep', 'ADP', [ﬁrst]), ('the', 'det', 'DET', []), ('ﬁrst', 'pobj', 'ADJ', [the, in]), ('in', 'prep', 'ADP', [France]), ('France', 'pobj', 'PROPN', []), ('to', 'aux', 'PART', []), ('produce', 'xcomp', 'VERB', [to, conviction]), ('a', 'det', 'DET', []), ('conviction', 'dobj', 'NOUN', [a, based]), ('based', 'acl', 'VERB', [on]), ('on', 'prep', 'ADP', [testimony]), ('the', 'det', 'DET', []), ('testimony', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [DEMONIAC]), ('a', 'det', 'DET', []), ('DEMONIAC', 'pobj', 'PROPN', [a]), ('.', 'punct', 'PUNCT', [])]"
perpetrator,was ,the case,case,was,"PERPETRATOR — of the case was sister madeleine de demandolx de la palud , a high - strung , vain girl from a wealthy and","[('perpetrator', 'nsubj', 'NOUN', [—, of]), ('—', 'punct', 'PUNCT', []), ('of', 'prep', 'ADP', [case]), ('the', 'det', 'DET', []), ('case', 'pobj', 'NOUN', [the]), ('was', 'ROOT', 'VERB', [perpetrator, Palud, a]), ('Sister', 'compound', 'PROPN', []), ('Madeleine', 'compound', 'PROPN', []), ('de', 'nmod', 'PROPN', []), ('Demandolx', 'nmod', 'PROPN', []), ('de', 'nmod', 'PROPN', []), ('la', 'compound', 'PROPN', []), ('Palud', 'attr', 'PROPN', [Sister, Madeleine, de, Demandolx, de, la, ,, girl]), (',', 'punct', 'PUNCT', []), ('a', 'det', 'DET', []), ('high', 'amod', 'ADV', []), ('-', 'punct', 'PUNCT', []), ('strung', 'amod', 'VERB', [high, -]), (',', 'punct', 'PUNCT', []), ('vain', 'amod', 'ADJ', []), ('girl', 'appos', 'NOUN', [a, strung, ,, vain, from]), ('from', 'prep', 'ADP', []), ('a', 'punct', 'DET', [wealthy]), ('wealthy', 'preconj', 'ADJ', [and]), ('and', 'cc', 'CCONJ', [])]"
she,was ,"one of only six nuns , all of them from wealthy families",one,was,"there SHE was one of only six nuns , all of them from wealthy families .","[('There', 'advmod', 'ADV', []), ('she', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [There, she, one, .]), ('one', 'attr', 'NUM', [of]), ('of', 'prep', 'ADP', [nuns]), ('only', 'advmod', 'ADV', []), ('six', 'nummod', 'NUM', [only]), ('nuns', 'pobj', 'NOUN', [six, ,, all]), (',', 'punct', 'PUNCT', []), ('all', 'appos', 'DET', [of, from]), ('of', 'prep', 'ADP', [them]), ('them', 'pobj', 'PRON', []), ('from', 'prep', 'ADP', [families]), ('wealthy', 'amod', 'ADJ', []), ('families', 'pobj', 'NOUN', [wealthy]), ('.', 'punct', 'PUNCT', [])]"
director,was ,Father Jean - Baptiste Romillon,Romillon,was,their spiritual DIRECTOR was father jean - baptiste romillon .  ,"[('Their', 'poss', 'ADJ', []), ('spiritual', 'amod', 'ADJ', []), ('director', 'nsubj', 'NOUN', [Their, spiritual]), ('was', 'ROOT', 'VERB', [director, Romillon, .]), ('Father', 'compound', 'PROPN', []), ('Jean', 'compound', 'PROPN', []), ('-', 'punct', 'PUNCT', []), ('Baptiste', 'compound', 'PROPN', [Father, Jean, -]), ('Romillon', 'attr', 'PROPN', [Baptiste]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
He,was ,personable and,personable,was,he was personable and,"[('He', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [He, personable]), ('personable', 'acomp', 'ADJ', [and]), ('and', 'cc', 'CCONJ', [])]"
it,was ,no surprise,surprise,was,thus IT was no surprise that 14-year - old madeleine fell violently in love wITh him .,"[('Thus', 'advmod', 'ADV', []), ('it', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [Thus, it, surprise, fell, .]), ('no', 'det', 'DET', []), ('surprise', 'attr', 'NOUN', [no]), ('that', 'mark', 'ADP', []), ('14-year', 'amod', 'ADJ', []), ('-', 'punct', 'PUNCT', []), ('old', 'amod', 'ADJ', [14-year, -]), ('Madeleine', 'nsubj', 'PROPN', [old]), ('fell', 'ccomp', 'VERB', [that, Madeleine, violently, in]), ('violently', 'advmod', 'ADV', []), ('in', 'prep', 'ADP', [love]), ('love', 'pobj', 'NOUN', [with]), ('with', 'prep', 'ADP', [him]), ('him', 'pobj', 'PRON', []), ('.', 'punct', 'PUNCT', [])]"
nuns,were ,Easter 1610,Easter,were,"by easter 1610 , the NUNS were still afﬂ icted .","[('By', 'prep', 'ADP', [Easter]), ('Easter', 'pobj', 'PROPN', [1610]), ('1610', 'nummod', 'NUM', []), (',', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('nuns', 'nsubj', 'NOUN', [the]), ('were', 'ROOT', 'VERB', [By, ,, nuns, still, icted, .]), ('still', 'advmod', 'ADV', []), ('afﬂ', 'advmod', 'ADV', []), ('icted', 'attr', 'VERB', [afﬂ]), ('.', 'punct', 'PUNCT', [])]"
He,was ,a most determined inquisitor,inquisitor,was,he was a most determined inquisitor .  ,"[('He', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [He, inquisitor, .]), ('a', 'det', 'DET', []), ('most', 'advmod', 'ADV', []), ('determined', 'amod', 'VERB', [most]), ('inquisitor', 'attr', 'NOUN', [a, determined]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
approach,was ,a public exorcism of the nuns at the shrine of St. Mary Magdalene in the grotto at SteBaume,exorcism,was,michaelis’ APPROACH was a public exorcism of the nuns at the shrine of st. mary magdalene in the grotto at stebaume .,"[('Michaelis’', 'compound', 'NOUN', []), ('approach', 'nsubj', 'NOUN', [Michaelis’]), ('was', 'ROOT', 'VERB', [approach, exorcism, .]), ('a', 'det', 'DET', []), ('public', 'amod', 'ADJ', []), ('exorcism', 'attr', 'NOUN', [a, public, of, at]), ('of', 'prep', 'ADP', [nuns]), ('the', 'det', 'DET', []), ('nuns', 'pobj', 'NOUN', [the]), ('at', 'prep', 'ADP', [shrine]), ('the', 'det', 'DET', []), ('shrine', 'pobj', 'NOUN', [the, of, in]), ('of', 'prep', 'ADP', [Magdalene]), ('St.', 'compound', 'PROPN', []), ('Mary', 'compound', 'PROPN', []), ('Magdalene', 'pobj', 'PROPN', [St., Mary]), ('in', 'prep', 'ADP', [grotto]), ('the', 'det', 'DET', []), ('grotto', 'pobj', 'NOUN', [the, at]), ('at', 'prep', 'ADP', [SteBaume]), ('SteBaume', 'pobj', 'PROPN', []), ('.', 'punct', 'PUNCT', [])]"
Michaelis,was ,last,last,was,michaelis at last was able to pressure the parliament of aix to bring gaufridi to trial in civil court in february 1611 .,"[('Michaelis', 'nsubj', 'PROPN', []), ('at', 'prep', 'ADP', [last]), ('last', 'pobj', 'ADJ', []), ('was', 'ROOT', 'VERB', [Michaelis, at, able, .]), ('able', 'acomp', 'ADJ', [pressure]), ('to', 'aux', 'PART', []), ('pressure', 'xcomp', 'VERB', [to, Parliament, bring]), ('the', 'det', 'DET', []), ('Parliament', 'dobj', 'PROPN', [the, of]), ('of', 'prep', 'ADP', [Aix]), ('Aix', 'pobj', 'PROPN', []), ('to', 'aux', 'PART', []), ('bring', 'xcomp', 'VERB', [to, Gaufridi, to, in]), ('Gaufridi', 'dobj', 'PROPN', []), ('to', 'prep', 'ADP', [trial]), ('trial', 'pobj', 'NOUN', [in]), ('in', 'prep', 'ADP', [court]), ('civil', 'amod', 'ADJ', []), ('court', 'pobj', 'NOUN', [civil]), ('in', 'prep', 'ADP', [February]), ('February', 'pobj', 'PROPN', [1611]), ('1611', 'nummod', 'NUM', []), ('.', 'punct', 'PUNCT', [])]"
Louise,were ,the star witnesses against the priest,witnesses,were,"louise were the star witnesses against the priest , recounting in graphic detail their possessions and","[('Louise', 'nsubj', 'PROPN', []), ('were', 'ROOT', 'VERB', [Louise, witnesses, ,, recounting]), ('the', 'det', 'DET', []), ('star', 'compound', 'NOUN', []), ('witnesses', 'attr', 'NOUN', [the, star, against]), ('against', 'prep', 'ADP', [priest]), ('the', 'det', 'DET', []), ('priest', 'pobj', 'NOUN', [the]), (',', 'punct', 'PUNCT', []), ('recounting', 'advcl', 'VERB', [in, possessions, and]), ('in', 'prep', 'ADP', [detail]), ('graphic', 'amod', 'ADJ', []), ('detail', 'pobj', 'NOUN', [graphic]), ('their', 'poss', 'ADJ', []), ('possessions', 'dobj', 'NOUN', [their]), ('and', 'cc', 'CCONJ', [])]"
Michaelis,was at,ecstatic,ecstatic,was,michaelis was ecstatic at gaufridi ’s breakdown and,"[('Michaelis', 'nsubj', 'PROPN', []), ('was', 'ROOT', 'VERB', [Michaelis, ecstatic, at, and]), ('ecstatic', 'acomp', 'ADJ', []), ('at', 'prep', 'ADP', [breakdown]), ('Gaufridi', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('breakdown', 'pobj', 'NOUN', [Gaufridi]), ('and', 'cc', 'CCONJ', [])]"
It,was ,a signiﬁcant mercy,mercy,was,it was a signiﬁcant mercy .  ,"[('It', 'nsubj', 'PRON', []), ('was', 'ROOT', 'VERB', [It, mercy, .]), ('a', 'det', 'DET', []), ('signiﬁcant', 'amod', 'ADJ', []), ('mercy', 'attr', 'NOUN', [a, signiﬁcant]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
affair,was by,any means,means,was,- provence AFFAIR was not over by any means .,"[('-', 'punct', 'PUNCT', []), ('Provence', 'compound', 'PROPN', [-]), ('affair', 'nsubj', 'NOUN', [Provence]), ('was', 'ROOT', 'VERB', [affair, not, over, by, .]), ('not', 'neg', 'ADV', []), ('over', 'advmod', 'ADV', []), ('by', 'prep', 'ADP', [means]), ('any', 'det', 'DET', []), ('means', 'pobj', 'NOUN', [any]), ('.', 'punct', 'PUNCT', [])]"
copy,was ,Madeleine ’s performance,performance,was,"most notable about sister marie ’s testimony , in many ways a COPY of madeleine ’s performance , was her detailed description of the witches’ sabbat :","[('Most', 'advmod', 'ADV', []), ('notable', 'amod', 'ADJ', [Most, about, ,, in]), ('about', 'prep', 'ADP', [testimony]), ('Sister', 'compound', 'PROPN', []), ('Marie', 'poss', 'PROPN', [Sister, ’s]), ('’s', 'case', 'PART', []), ('testimony', 'pobj', 'NOUN', [Marie]), (',', 'punct', 'PUNCT', []), ('in', 'prep', 'ADP', [ways]), ('many', 'amod', 'ADJ', []), ('ways', 'pobj', 'NOUN', [many]), ('a', 'det', 'DET', []), ('copy', 'nsubj', 'NOUN', [notable, a, of]), ('of', 'prep', 'ADP', [performance]), ('Madeleine', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('performance', 'pobj', 'NOUN', [Madeleine]), (',', 'punct', 'PUNCT', []), ('was', 'ROOT', 'VERB', [copy, ,, description, :]), ('her', 'poss', 'ADJ', []), ('detailed', 'amod', 'ADJ', []), ('description', 'attr', 'NOUN', [her, detailed, of]), ('of', 'prep', 'ADP', [sabbat]), ('the', 'det', 'DET', []), ('witches’', 'amod', 'NOUN', []), ('sabbat', 'pobj', 'NOUN', [the, witches’]), (':', 'punct', 'PUNCT', [])]"
court,was on,"April 28 ,",April,was,"his last appearance before the COURT was on april 28 , at which he said the truth no longer mattered , and","[('His', 'poss', 'ADJ', []), ('last', 'amod', 'ADJ', []), ('appearance', 'nsubj', 'NOUN', [His, last, said]), ('before', 'mark', 'ADP', []), ('the', 'det', 'DET', []), ('court', 'nsubj', 'NOUN', [the]), ('was', 'ROOT', 'VERB', [appearance, before, court, on, ,, and]), ('on', 'prep', 'ADP', [April]), ('April', 'pobj', 'PROPN', [28, ,]), ('28', 'nummod', 'NUM', []), (',', 'punct', 'PUNCT', []), ('at', 'prep', 'ADP', [which]), ('which', 'pobj', 'ADJ', []), ('he', 'nsubj', 'PRON', []), ('said', 'relcl', 'VERB', [at, he, mattered]), ('the', 'det', 'DET', []), ('truth', 'nsubj', 'NOUN', [the]), ('no', 'neg', 'ADV', []), ('longer', 'advmod', 'ADV', [no]), ('mattered', 'ccomp', 'VERB', [truth, longer]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
duke,appears as,HELL,HELL,appears,"a DUKE in hell , allocen   appears as a soldier who rides a large horse .","[('A', 'det', 'DET', []), ('duke', 'nsubj', 'NOUN', [A, in, ,, Allocen]), ('in', 'prep', 'ADP', [HELL]), ('HELL', 'pobj', 'PROPN', []), (',', 'punct', 'PUNCT', []), ('Allocen', 'appos', 'PROPN', [ ]), (' ', '', 'SPACE', []), ('appears', 'ROOT', 'VERB', [duke, as, .]), ('as', 'prep', 'ADP', [soldier]), ('a', 'det', 'DET', []), ('soldier', 'pobj', 'NOUN', [a, rides]), ('who', 'nsubj', 'NOUN', []), ('rides', 'relcl', 'VERB', [who, horse]), ('a', 'det', 'DET', []), ('large', 'amod', 'ADJ', []), ('horse', 'dobj', 'NOUN', [a, large]), ('.', 'punct', 'PUNCT', [])]"
face,is ,red with ﬂaming eyes,red,is,"his lion FACE is red with ﬂaming eyes , and","[('His', 'poss', 'ADJ', []), ('lion', 'compound', 'NOUN', []), ('face', 'nsubj', 'NOUN', [His, lion]), ('is', 'ROOT', 'VERB', [face, red, ,, and]), ('red', 'acomp', 'ADJ', [with]), ('with', 'prep', 'ADP', [eyes]), ('ﬂaming', 'amod', 'ADJ', []), ('eyes', 'pobj', 'NOUN', [ﬂaming]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
He,teaches ,astronomy and,astronomy,teaches,he teaches astronomy and,"[('He', 'nsubj', 'PRON', []), ('teaches', 'ROOT', 'VERB', [He, astronomy]), ('astronomy', 'dobj', 'NOUN', [and]), ('and', 'cc', 'CCONJ', [])]"
Amduscias,is ,a great duke of HELL who rules   over 29 LEGIONs of DEMONs,duke,is,amduscias is a great duke of hell who rules   over 29 legions of demons .,"[('Amduscias', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Amduscias, duke, .]), ('a', 'det', 'DET', []), ('great', 'amod', 'ADJ', []), ('duke', 'attr', 'NOUN', [a, great, of, rules]), ('of', 'prep', 'ADP', [HELL]), ('HELL', 'pobj', 'PROPN', []), ('who', 'nsubj', 'NOUN', []), ('rules', 'relcl', 'VERB', [who,  , LEGIONs]), (' ', '', 'SPACE', []), ('over', 'advmod', 'ADP', []), ('29', 'nummod', 'NUM', [over]), ('LEGIONs', 'dobj', 'NOUN', [29, of]), ('of', 'prep', 'ADP', [DEMONs]), ('DEMONs', 'pobj', 'NOUN', []), ('.', 'punct', 'PUNCT', [])]"
He,appears as,a unicorn,unicorn,appears,he appears ﬁrst as a unicorn .,"[('He', 'nsubj', 'PRON', []), ('appears', 'ROOT', 'VERB', [He, ﬁrst, as, .]), ('ﬁrst', 'oprd', 'ADJ', []), ('as', 'prep', 'ADP', [unicorn]), ('a', 'det', 'DET', []), ('unicorn', 'pobj', 'NOUN', [a]), ('.', 'punct', 'PUNCT', [])]"
Amenadiel,is ,the great emperor of the west  ,emperor,is,amenadiel is the great emperor of the west   and,"[('Amenadiel', 'nsubj', 'PROPN', []), ('is', 'ROOT', 'VERB', [Amenadiel, emperor, and]), ('the', 'det', 'DET', []), ('great', 'amod', 'ADJ', []), ('emperor', 'attr', 'NOUN', [the, great, of]), ('of', 'prep', 'ADP', [west]), ('the', 'det', 'DET', []), ('west', 'pobj', 'NOUN', [the,  ]), (' ', '', 'SPACE', []), ('and', 'cc', 'CCONJ', [])]"
dukes,are ,"Vadros , Campiel , Luziel , Musiriel , Rapsiel , Lamael , Zoeniel , Curifas , Almesiel , Codriel , Balsur , and",Vadros,are,"amenadiel ’s chief DUKES are vadros , campiel , luziel , musiriel , rapsiel , lamael , zoeniel , curifas , almesiel , codriel , balsur , and","[('Amenadiel', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('chief', 'amod', 'ADJ', []), ('dukes', 'nsubj', 'NOUN', [Amenadiel, chief]), ('are', 'ROOT', 'VERB', [dukes, Vadros]), ('Vadros', 'attr', 'PROPN', [,, Campiel]), (',', 'punct', 'PUNCT', []), ('Campiel', 'conj', 'PROPN', [,, Luziel]), (',', 'punct', 'PUNCT', []), ('Luziel', 'conj', 'PROPN', [,, Musiriel]), (',', 'punct', 'PUNCT', []), ('Musiriel', 'conj', 'PROPN', [,, Rapsiel]), (',', 'punct', 'PUNCT', []), ('Rapsiel', 'conj', 'PROPN', [,, Lamael]), (',', 'punct', 'PUNCT', []), ('Lamael', 'conj', 'PROPN', [,, Zoeniel]), (',', 'punct', 'PUNCT', []), ('Zoeniel', 'conj', 'PROPN', [,, Curifas]), (',', 'punct', 'PUNCT', []), ('Curifas', 'conj', 'PROPN', [,, Almesiel]), (',', 'punct', 'PUNCT', []), ('Almesiel', 'conj', 'PROPN', [,, Codriel]), (',', 'punct', 'PUNCT', []), ('Codriel', 'conj', 'PROPN', [,, Balsur]), (',', 'punct', 'PUNCT', []), ('Balsur', 'conj', 'PROPN', [,, and]), (',', 'punct', 'PUNCT', []), ('and', 'cc', 'CCONJ', [])]"
dukes,appear at,certain hours,hours,appear,his DUKES will only appear at certain hours .  ,"[('his', 'poss', 'ADJ', []), ('dukes', 'nsubj', 'NOUN', [his]), ('will', 'aux', 'VERB', []), ('only', 'advmod', 'ADV', []), ('appear', 'ROOT', 'VERB', [dukes, will, only, at, .]), ('at', 'prep', 'ADP', [hours]), ('certain', 'amod', 'ADJ', []), ('hours', 'pobj', 'NOUN', [certain]), ('.', 'punct', 'PUNCT', [ ]), (' ', '', 'SPACE', [])]"
time,was ,death,death,was,their estimated TIME of death was 3:00 a.m.,"[('Their', 'poss', 'ADJ', []), ('estimated', 'amod', 'VERB', []), ('time', 'nsubj', 'NOUN', [Their, estimated, of]), ('of', 'prep', 'ADP', [death]), ('death', 'pobj', 'NOUN', []), ('was', 'ROOT', 'VERB', [time, A.M.]), ('3:00', 'nummod', 'NUM', []), ('A.M.', 'attr', 'PROPN', [3:00])]"
house,was until,empty,empty,was,"the HOUSE was empty until december 1975 , when it was purchased by newlyweds , george and","[('The', 'det', 'DET', []), ('house', 'nsubj', 'NOUN', [The]), ('was', 'ROOT', 'VERB', [house, empty, until]), ('empty', 'acomp', 'ADJ', []), ('until', 'prep', 'ADP', [December]), ('December', 'pobj', 'PROPN', [1975, ,, purchased]), ('1975', 'nummod', 'NUM', []), (',', 'punct', 'PUNCT', []), ('when', 'advmod', 'ADV', []), ('it', 'nsubjpass', 'PRON', []), ('was', 'auxpass', 'VERB', []), ('purchased', 'relcl', 'VERB', [when, it, was, by]), ('by', 'agent', 'ADP', [newlyweds]), ('newlyweds', 'pobj', 'NOUN', [,, George]), (',', 'punct', 'PUNCT', []), ('George', 'conj', 'PROPN', [and]), ('and', 'cc', 'CCONJ', [])]"
hoofprints,appeared in,Kathy,Kathy,appeared,voices told them to “ get out ” ; there were swarms of ﬂies in the cold of winter ; kathy had nightmares about the murders ; the apparition of a “ demon boy ” who could shape - shift into a demonic pig was seen ; green slime oozed from walls ; a cruciﬁx hanging on a wall was turned upside down ; kathy ’s face transﬁgured before george into a horrid hag ; mysterious noises sounded in the middle of the night ; the apparition of a little girl became melissa ’s playmate ; unseen presences embraced kathy ; cloven HOOFPRINTS appeared in the snow outside the house ; locks and,"[('Voices', 'nsubj', 'NOUN', []), ('told', 'ccomp', 'VERB', [Voices, them, get, ”]), ('them', 'dobj', 'PRON', []), ('to', 'aux', 'PART', [“]), ('“', 'pobj', 'ADV', []), ('get', 'xcomp', 'VERB', [to, out]), ('out', 'prt', 'PART', []), ('”', 'punct', 'NOUN', []), (';', 'punct', 'PUNCT', []), ('there', 'expl', 'ADV', []), ('were', 'ccomp', 'VERB', [told, ;, there, swarms]), ('swarms', 'attr', 'NOUN', [of, in]), ('of', 'prep', 'ADP', [ﬂies]), ('ﬂies', 'pobj', 'NOUN', []), ('in', 'prep', 'ADP', [cold]), ('the', 'det', 'DET', []), ('cold', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [winter]), ('winter', 'pobj', 'NOUN', []), (';', 'punct', 'PUNCT', []), ('Kathy', 'nsubj', 'PROPN', []), ('had', 'ccomp', 'VERB', [were, ;, Kathy, nightmares, ;, seen]), ('nightmares', 'dobj', 'NOUN', [about]), ('about', 'prep', 'ADP', [murders]), ('the', 'det', 'DET', []), ('murders', 'pobj', 'NOUN', [the]), (';', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('apparition', 'nsubjpass', 'NOUN', [the, of, ”, shift]), ('of', 'prep', 'ADP', [boy]), ('a', 'det', 'DET', []), ('“', 'compound', 'ADJ', []), ('demon', 'compound', 'NOUN', []), ('boy', 'pobj', 'NOUN', [a, “, demon]), ('”', 'punct', 'NOUN', []), ('who', 'nsubj', 'NOUN', []), ('could', 'aux', 'VERB', []), ('shape', 'compound', 'VERB', []), ('-', 'punct', 'PUNCT', []), ('shift', 'relcl', 'NOUN', [who, could, shape, -, into]), ('into', 'prep', 'ADP', [pig]), ('a', 'det', 'DET', []), ('demonic', 'amod', 'ADJ', []), ('pig', 'pobj', 'NOUN', [a, demonic]), ('was', 'auxpass', 'VERB', []), ('seen', 'conj', 'VERB', [apparition, was]), (';', 'punct', 'PUNCT', []), ('green', 'amod', 'ADJ', []), ('slime', 'nsubj', 'NOUN', [green]), ('oozed', 'ccomp', 'VERB', [had, ;, slime, from]), ('from', 'prep', 'ADP', [walls]), ('walls', 'pobj', 'NOUN', []), (';', 'punct', 'PUNCT', []), ('a', 'det', 'DET', []), ('cruciﬁx', 'nsubjpass', 'NOUN', [a, hanging]), ('hanging', 'acl', 'VERB', [on]), ('on', 'prep', 'ADP', [wall]), ('a', 'det', 'DET', []), ('wall', 'pobj', 'NOUN', [a]), ('was', 'auxpass', 'VERB', []), ('turned', 'ccomp', 'VERB', [oozed, ;, cruciﬁx, was, down]), ('upside', 'advmod', 'ADV', []), ('down', 'advmod', 'ADV', [upside]), (';', 'punct', 'PUNCT', []), ('Kathy', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('face', 'nsubj', 'NOUN', [Kathy]), ('transﬁgured', 'ccomp', 'VERB', [turned, ;, face, before, into]), ('before', 'prep', 'ADP', [George]), ('George', 'pobj', 'PROPN', []), ('into', 'prep', 'ADP', [hag]), ('a', 'det', 'DET', []), ('horrid', 'amod', 'ADJ', []), ('hag', 'pobj', 'NOUN', [a, horrid]), (';', 'punct', 'PUNCT', []), ('mysterious', 'amod', 'ADJ', []), ('noises', 'nsubj', 'NOUN', [mysterious]), ('sounded', 'ccomp', 'VERB', [transﬁgured, ;, noises, in]), ('in', 'prep', 'ADP', [middle]), ('the', 'det', 'DET', []), ('middle', 'pobj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [night]), ('the', 'det', 'DET', []), ('night', 'pobj', 'NOUN', [the]), (';', 'punct', 'PUNCT', []), ('the', 'det', 'DET', []), ('apparition', 'nsubj', 'NOUN', [the, of]), ('of', 'prep', 'ADP', [girl]), ('a', 'det', 'DET', []), ('little', 'amod', 'ADJ', []), ('girl', 'pobj', 'NOUN', [a, little]), ('became', 'ccomp', 'VERB', [sounded, ;, apparition, playmate]), ('Melissa', 'poss', 'PROPN', [’s]), ('’s', 'case', 'PART', []), ('playmate', 'attr', 'NOUN', [Melissa]), (';', 'punct', 'PUNCT', []), ('unseen', 'amod', 'ADJ', []), ('presences', 'nsubj', 'NOUN', [unseen]), ('embraced', 'ccomp', 'VERB', [became, ;, presences, Kathy]), ('Kathy', 'dobj', 'PROPN', []), (';', 'punct', 'PUNCT', []), ('cloven', 'amod', 'ADJ', []), ('hoofprints', 'nsubj', 'NOUN', [cloven]), ('appeared', 'ROOT', 'VERB', [embraced, ;, hoofprints, in, ;, locks]), ('in', 'prep', 'ADP', [snow]), ('the', 'det', 'DET', []), ('snow', 'pobj', 'NOUN', [the, outside]), ('outside', 'prep', 'ADP', [house]), ('the', 'det', 'DET', []), ('house', 'pobj', 'NOUN', [the]), (';', 'punct', 'PUNCT', []), ('locks', 'conj', 'NOUN', [and]), ('and', 'cc', 'CCONJ', [])]"
